0 0 0 0 0.997042 0.0679307 0.00941666 -0.0346974 2
106 -0.00115345 -0.00121976 0.00319443 0.996035 0.0767324 0.0123799 -0.0432774 2
573 -0.00371785 -0.00478771 0.00730809 0.995743 0.0817965 0.0193535 -0.0378255 2
770 -0.00601027 -0.00501517 0.0099818 0.995818 0.0801782 0.0228512 -0.0373599 2
971 -0.00679342 -0.00642106 0.0130675 0.995393 0.0837243 0.0281575 -0.0372739 2
1174 -0.009874 -0.00733331 0.0205311 0.995026 0.0871817 0.033344 -0.0347857 2
1383 -0.0105636 -0.00503044 0.0280259 0.995066 0.0896834 0.0297794 -0.0302306 2
1588 -0.00491993 -0.00398307 0.0298636 0.995568 0.0909763 0.0128351 -0.0200695 2
1789 -0.00071814 0.000295429 0.0314162 0.995341 0.0942059 0.00301883 -0.0202857 2
1991 0.00291102 -0.000183444 0.0277045 0.995709 0.0902111 -0.0114395 -0.0171838 2
2185 0.00759326 0.00168117 0.0227097 0.995793 0.0867608 -0.0232597 -0.0180937 2
2380 0.0120596 0.00381578 0.0190617 0.995979 0.0818787 -0.0272695 -0.02405 2
2571 0.0188517 0.00819407 0.0148266 0.995741 0.0809715 -0.0324585 -0.0298184 2
2763 0.0272726 0.0139775 0.0125627 0.994817 0.0865343 -0.0407198 -0.0345433 2
2955 0.0321415 0.0151344 0.0159306 0.994321 0.0924883 -0.0395163 -0.0347844 2
3145 0.0326751 0.0132012 0.0154058 0.99481 0.0862278 -0.0402874 -0.0359726 2
3352 0.0319754 0.0139635 0.0183885 0.995147 0.0843716 -0.0379207 -0.033566 2
3553 0.0289245 0.0120129 0.022232 0.995483 0.083803 -0.0297968 -0.0331976 2
3770 0.0308833 0.0127815 0.0225686 0.995441 0.0826297 -0.0316792 -0.0355676 2
4005 0.0320209 0.0131163 0.0214042 0.995473 0.0813204 -0.0338611 -0.0356862 2
4234 0.031965 0.013271 0.0205127 0.995576 0.0799161 -0.0338489 -0.0360018 2
4438 0.0339127 0.0134699 0.0205714 0.995404 0.0805509 -0.0353845 -0.0378157 2
4638 0.0346581 0.0141984 0.0207511 0.995289 0.0812971 -0.0367615 -0.0379261 2
4828 0.0340561 0.013591 0.019649 0.995542 0.0791659 -0.0345147 -0.037916 2
5023 0.0347962 0.0150765 0.0208434 0.995266 0.0821744 -0.0350236 -0.038282 2
5215 0.0343142 0.0146852 0.0217055 0.995263 0.0833869 -0.0303173 -0.0397276 2
5408 0.0356272 0.0143998 0.0214848 0.995276 0.0833893 -0.0321785 -0.0379092 2
5608 0.0369977 0.0133601 0.0192861 0.995442 0.0798141 -0.0349738 -0.0387607 2
5801 0.0377301 0.0113409 0.0166918 0.99587 0.0750029 -0.035445 -0.0368922 2
5995 0.0399566 0.0107886 0.0146201 0.995786 0.0718096 -0.041303 -0.0393344 2
6196 0.0392083 0.00987292 0.0124115 0.996168 0.0676011 -0.0446619 -0.0329464 2
6386 0.0384971 0.00952485 0.00669508 0.996534 0.0630956 -0.0454813 -0.0295136 2
6590 0.0391559 0.00802393 -0.00327928 0.996935 0.056936 -0.0422275 -0.0330944 2
6792 0.0406582 0.00749405 -0.0123131 0.996941 0.0548795 -0.0482756 -0.0276898 2
6989 0.0422964 0.00444736 -0.020738 0.996504 0.055869 -0.0601047 -0.0156948 2
7182 0.0398104 0.00447374 -0.022146 0.996271 0.0582871 -0.0629657 -0.00909254 2
7375 0.0324302 0.00531033 -0.0164324 0.996666 0.0611442 -0.0534807 -0.00756903 2
7564 0.0243688 -0.000388254 -0.00938791 0.997299 0.0562442 -0.0472299 -0.00021045 2
7754 0.014752 -0.000141435 0.00255198 0.997703 0.0572223 -0.0358148 0.00568531 2
7949 0.0044144 0.00373942 0.0208466 0.998053 0.0613734 -0.0074687 -0.00826064 2
8140 -0.00326294 0.0130544 0.0445326 0.997458 0.0685725 0.0179644 -0.00720606 2
8337 -0.00627626 0.0258191 0.0888454 0.994544 0.0953002 0.0389457 -0.0168268 2
8526 -0.0131278 0.0277679 0.138896 0.992983 0.108225 0.0463837 -0.0109715 2
8712 -0.0141608 0.014158 0.182391 0.994649 0.0946271 0.0402512 -0.0099857 2
8903 -0.0196727 0.00430286 0.221309 0.994274 0.0995072 0.0388237 -0.00330252 2
9093 -0.0225868 -0.00940186 0.255619 0.993632 0.109999 0.0233411 0.00706412 2
9290 -0.0349452 -0.0237149 0.302014 0.992968 0.116691 0.0157437 0.0122434 2
9474 -0.0504857 -0.0315554 0.323932 0.992585 0.118102 0.0259891 0.0123124 2
9677 -0.0600452 -0.0332386 0.334708 0.991496 0.124093 0.031526 0.023296 2
9862 -0.0620882 -0.0327052 0.326494 0.992131 0.119262 0.0377748 0.00499069 2
10045 -0.0642488 -0.0165977 0.306192 0.993649 0.112345 0.00606796 0.00173649 2
10233 -0.0796378 0.0113935 0.272045 0.991959 0.115849 -0.0435063 0.0265243 3
10422 -0.090713 0.0382368 0.217678 0.989872 0.118453 -0.0754425 0.0207567 3
10612 -0.0905636 0.056728 0.147628 0.98575 0.105584 -0.127382 0.0303601 3
10805 -0.0788485 0.0609411 0.100639 0.981526 0.0832148 -0.165716 0.0471171 3
10992 -0.0590597 0.0687691 0.0681757 0.978657 0.08199 -0.183422 0.0431855 3
11186 -0.0333835 0.0803303 0.0304448 0.97615 0.0804868 -0.199123 0.0316652 3
11383 -0.00330634 0.0975994 -0.00614484 0.973405 0.0775725 -0.214877 0.0171261 3
11587 0.0167184 0.100608 -0.030394 0.971032 0.0691049 -0.228459 0.0112906 3
11780 0.0261 0.101523 -0.0416563 0.96815 0.0639329 -0.240868 0.0241031 3
11995 0.0305803 0.0981087 -0.0506426 0.966523 0.05385 -0.248813 0.0320316 3
12195 0.0317704 0.0926206 -0.059759 0.967038 0.0486288 -0.24904 0.0212711 3
12401 0.0372671 0.0960262 -0.0636689 0.964581 0.0528301 -0.257467 0.022446 3
12614 0.0434077 0.0916735 -0.0679139 0.960756 0.0546305 -0.270741 0.0257438 3
12821 0.051762 0.0854826 -0.0712258 0.956816 0.0525004 -0.284999 0.0228651 3
13018 0.0630584 0.0848371 -0.0706569 0.951677 0.0518277 -0.302384 0.0137725 3
13206 0.0659042 0.0800917 -0.0755484 0.946998 0.0463253 -0.31663 0.0281881 3
13403 0.0694773 0.0729958 -0.0884918 0.947611 0.0448542 -0.315955 0.0139599 3
13600 0.082399 0.0655748 -0.0962804 0.946508 0.0373326 -0.320464 0.00557754 3
13791 0.0827658 0.0664971 -0.096656 0.944422 0.0509486 -0.324755 -0.00251935 3
13994 0.0801254 0.0657573 -0.0951061 0.943284 0.0519987 -0.327809 0.00730164 3
14190 0.0794658 0.0644451 -0.0974328 0.944148 0.0575314 -0.32438 -0.00728199 3
14382 0.0812658 0.073048 -0.103437 0.946811 0.0561491 -0.316789 0.00643551 3
14575 0.0885548 0.0968646 -0.109739 0.944477 0.0590055 -0.322876 -0.0152763 3
14776 0.107832 0.121798 -0.119841 0.931746 0.072202 -0.355677 -0.0114023 3
14973 0.146244 0.12349 -0.144476 0.910227 0.0602431 -0.409284 -0.0185621 3
15165 0.184734 0.129429 -0.192768 0.882563 0.0531697 -0.466812 -0.0185051 3
15364 0.235869 0.145232 -0.239187 0.830827 0.0538067 -0.551854 -0.0478452 3
15541 0.265025 0.198948 -0.253756 0.802597 0.0522455 -0.5911 -0.0609002 3
15730 0.273513 0.269107 -0.243916 0.778783 0.0108584 -0.624436 -0.0588084 3
15920 0.262937 0.310015 -0.243603 0.775425 -0.0579849 -0.625377 -0.0652547 3
16111 0.234346 0.331972 -0.244386 0.779942 -0.102847 -0.608597 -0.103547 3
16302 0.198678 0.347263 -0.237228 0.780212 -0.118871 -0.606069 -0.0990894 3
16496 0.16023 0.362514 -0.227682 0.777998 -0.129479 -0.60714 -0.0966145 3
16691 0.140728 0.371354 -0.213563 0.773319 -0.134617 -0.611554 -0.0992858 3
16881 0.132601 0.370477 -0.200096 0.769526 -0.140307 -0.614082 -0.105108 3
17075 0.127531 0.36434 -0.192995 0.774099 -0.141173 -0.607375 -0.109253 3
17274 0.107619 0.354716 -0.194613 0.795027 -0.145338 -0.579736 -0.103515 3
17467 0.0695281 0.356035 -0.199594 0.833316 -0.136234 -0.527909 -0.091308 3
17663 0.0256615 0.372844 -0.202734 0.877783 -0.107308 -0.458664 -0.0872316 3
17863 -0.00624782 0.389884 -0.196337 0.909314 -0.0876631 -0.397363 -0.0869862 3
18067 -0.038783 0.419767 -0.187593 0.935366 -0.0637381 -0.337826 -0.0830705 3
18265 -0.0627481 0.444546 -0.185505 0.956289 -0.0530222 -0.274944 -0.0842915 3
18465 -0.0880655 0.454149 -0.176489 0.974078 -0.054237 -0.202593 -0.0847688 3
18664 -0.105119 0.454722 -0.152513 0.98419 -0.056875 -0.143369 -0.0870668 3
18863 -0.117749 0.464617 -0.112335 0.992804 -0.0434599 -0.0826963 -0.0749121 3
19060 -0.131791 0.474808 -0.0678387 0.996713 -0.0210952 -0.0206532 -0.0754445 3
19258 -0.147029 0.481614 -0.0331277 0.995724 -0.0078392 0.0580789 -0.0714076 3
19454 -0.178783 0.47513 -0.00449073 0.991364 -0.0186472 0.12454 -0.0365972 3
19656 -0.218792 0.464916 0.0305197 0.980256 -0.0342261 0.194414 -0.0113733 3
19852 -0.246328 0.46709 0.0630539 0.968776 -0.0346869 0.245496 -0.00101712 3
20052 -0.26792 0.462173 0.101598 0.955118 -0.0370217 0.293634 0.0126008 3
20235 -0.279116 0.455282 0.13134 0.942041 -0.0439708 0.3318 0.0231124 3
20406 -0.282725 0.451895 0.163179 0.929134 -0.0429646 0.365793 0.0325448 3
20578 -0.285107 0.443543 0.195115 0.914576 -0.0493968 0.399483 0.0390448 3
